merchant_id,merchant_name,merchant_category,merchant_size,onboarding_date,merchant_status,settlement_cycle,registered_governorate,registered_city
M02833,Quick Fun 2833,Entertainment,Small,2023-07-21,Active,T+1,Giza,Dokki
M02834,Elite Kitchen 2834,Restaurants,Enterprise,2022-08-31,Active,T+1,Giza,Imbaba - Central
M02835,Sun Mart 2835,Grocery,Small,2023-11-16,Active,T+1,Sharqia,Zagazig
M02836,Pyramid Tech 2836,Electronics,Micro,2021-11-13,Active,T+2,North Sinai,Arish
M02837,Blue Transit 2837,Transportation,Micro,2021-03-09,Temporarily Suspended,T+1,Qalyubia,Khanka
M02838,Lotus Pharmacy 2838,Pharmacy,Micro,2022-06-15,Active,T+2,Monufia,Sadat City
M02839,Elite Store 2839,E-Commerce,Micro,2023-02-13,Active,T+1,Giza,Sheikh Zayed - Central
M02840,Sun Ride 2840,Transportation,Micro,2024-10-15,Active,T+1,Suez,Ain Sokhna
M02841,Cairo Bites 2841,Restaurants,Micro,2022-06-08,Active,T+1,Giza,Haram - Central
M02842,Elite Foods 2842,Grocery,Small,2023-04-21,Active,T+2,Alexandria,Sidi Gaber - Central
M02843,Nile Pharmacy 2843,Pharmacy,Medium,2022-07-22,Active,T+1,Qena,Qena
M02844,Golden Store 2844,E-Commerce,Small,2025-03-11,Active,T+0,Giza,Faisal
M02845,Blue Electronics 2845,Electronics,Small,2023-02-19,Active,T+0,Sharqia,Minya Al Qamh - Central
M02846,Royal Ride 2846,Transportation,Micro,2024-10-02,Active,T+0,Dakahlia,Mit Ghamr
M02847,Delta Style 2847,Fashion,Small,2023-08-05,Active,T+1,Cairo,Maadi
M02848,Blue Health 2848,Healthcare,Small,2021-05-11,Active,T+1,Giza,Imbaba
M02849,Family Academy 2849,Education,Micro,2023-04-07,Active,T+0,Alexandria,Stanley - Central
M02850,Lotus Care 2850,Pharmacy,Medium,2023-11-03,Active,T+1,Aswan,Kom Ombo
M02851,Green Ride 2851,Transportation,Medium,2023-08-21,Temporarily Suspended,T+1,Gharbia,Kafr El Zayat - Central
M02852,Blue Online 2852,E-Commerce,Micro,2023-04-21,Active,T+1,Giza,Sheikh Zayed
M02853,Lotus Kitchen 2853,Restaurants,Micro,2022-11-28,Offboarded,T+1,Cairo,Shubra
M02854,Royal Mart 2854,Grocery,Medium,2021-10-27,Active,T+2,Cairo,Downtown
M02855,Metro Electronics 2855,Electronics,Medium,2024-11-17,Active,T+0,Alexandria,Agami - Central
M02856,Green Fuel 2856,Fuel,Small,2021-11-22,Active,T+2,Giza,Sheikh Zayed
M02857,Urban Store 2857,E-Commerce,Micro,2023-09-29,Active,T+1,Cairo,Mokattam - Central
M02858,Golden Cafe 2858,Restaurants,Small,2022-12-06,Active,T+1,Aswan,Aswan
M02859,Green Transit 2859,Transportation,Small,2024-10-17,Active,T+2,Monufia,Menouf - Central
M02860,Blue Fun 2860,Entertainment,Small,2023-12-09,Active,T+2,Beheira,Nubaria - Central
M02861,Green Transit 2861,Transportation,Small,2022-01-09,Active,T+1,Port Said,Port Said
M02862,Prime Wear 2862,Fashion,Micro,2022-05-28,Active,T+1,Sharqia,10th of Ramadan - Central
M02863,Cairo Fun 2863,Entertainment,Small,2024-05-16,Active,T+2,Cairo,Heliopolis - Central
M02864,Family Ride 2864,Transportation,Small,2021-01-10,Active,T+1,Giza,Faisal - Central
M02865,Delta Market 2865,Grocery,Micro,2023-12-12,Active,T+2,Qena,Nag Hammadi
M02866,Nova Pharmacy 2866,Pharmacy,Small,2022-06-08,Active,T+2,Cairo,Ain Shams
M02867,Sun Learning 2867,Education,Small,2021-08-22,Active,T+2,Qalyubia,Banha
M02868,Lotus Care 2868,Pharmacy,Small,2022-12-27,Active,T+1,South Sinai,Sharm El Sheikh
M02869,Nile Bites 2869,Restaurants,Micro,2022-06-21,Active,T+2,Giza,Sheikh Zayed - Central
M02870,Royal Mart 2870,Grocery,Micro,2024-04-29,Active,T+0,Cairo,Downtown - Central
M02871,Golden Mobile 2871,Telecom,Micro,2026-05-12,Active,T+2,Alexandria,Borg El Arab - Central
M02872,Sun Market 2872,Grocery,Micro,2023-11-03,Active,T+1,Giza,Dokki - Central
M02873,Nova Academy 2873,Education,Micro,2023-09-01,Active,T+1,Port Said,Port Fouad
M02874,Golden Bites 2874,Restaurants,Micro,2025-05-11,Active,T+1,Giza,Imbaba - Central
M02875,Metro Academy 2875,Education,Small,2021-01-01,Active,T+0,Dakahlia,Mansoura
M02876,Urban Foods 2876,Grocery,Small,2024-09-21,Active,T+2,Gharbia,Kafr El Zayat
M02877,Metro Fun 2877,Entertainment,Small,2022-07-03,Active,T+1,Cairo,Mokattam - Central
M02878,Elite Tech 2878,Electronics,Small,2023-10-22,Active,T+2,Gharbia,Tanta
M02879,Golden Pharmacy 2879,Pharmacy,Micro,2021-09-24,Active,T+1,Alexandria,Borg El Arab - Central
M02880,Pyramid Online 2880,E-Commerce,Micro,2023-03-25,Active,T+2,Cairo,Nasr City - Central
M02881,Blue Kitchen 2881,Restaurants,Small,2024-09-30,Active,T+2,Giza,Imbaba - Central
M02882,Cairo Learning 2882,Education,Micro,2023-07-17,Active,T+2,Cairo,Downtown - Central
M02883,Elite Cafe 2883,Restaurants,Medium,2021-01-09,Active,T+1,Cairo,Ain Shams - Central
M02884,Blue Style 2884,Fashion,Micro,2022-08-08,Active,T+1,Cairo,Shubra
M02885,Nova Store 2885,E-Commerce,Medium,2025-08-18,Active,T+1,Monufia,Menouf
M02886,Pyramid Pharmacy 2886,Pharmacy,Medium,2021-09-25,Offboarded,T+1,Minya,Minya
M02887,Family Style 2887,Fashion,Small,2022-05-01,Active,T+1,Fayoum,Ibshaway
M02888,Royal Clinic 2888,Healthcare,Small,2024-06-13,Active,T+1,Giza,Sheikh Zayed - Central
M02889,Green Electronics 2889,Electronics,Micro,2026-03-11,Active,T+2,Cairo,Nasr City
M02890,Golden Cafe 2890,Restaurants,Medium,2021-07-10,Active,T+1,Beheira,Nubaria
M02891,Cairo Pharmacy 2891,Pharmacy,Micro,2021-09-26,Active,T+2,Cairo,New Cairo
M02892,Sun Market 2892,Grocery,Small,2022-07-04,Active,T+1,Alexandria,Agami - Central
M02893,Cairo Care 2893,Pharmacy,Small,2021-10-21,Active,T+0,Cairo,Heliopolis
M02894,Pyramid Store 2894,E-Commerce,Small,2022-05-09,Active,T+1,Giza,Dokki
M02895,Elite Kitchen 2895,Restaurants,Micro,2024-08-01,Active,T+1,Monufia,Ashmoun - Central
M02896,Elite Academy 2896,Education,Micro,2026-04-14,Active,T+0,Cairo,Shubra
M02897,Metro Mart 2897,Grocery,Micro,2021-09-14,Active,T+1,Gharbia,Zefta - Central
M02898,Quick Market 2898,Grocery,Enterprise,2021-01-06,Active,T+1,Sharqia,Zagazig
M02899,Prime Transit 2899,Transportation,Small,2024-12-19,Active,T+1,Giza,Mohandessin
M02900,Urban Tech 2900,Electronics,Small,2022-11-05,Active,T+2,Monufia,Ashmoun - Central
M02901,Metro Online 2901,E-Commerce,Micro,2025-04-04,Active,T+1,North Sinai,Arish
M02902,Nile Mart 2902,Grocery,Medium,2026-01-16,Active,T+1,Minya,Minya
M02903,Nova Online 2903,E-Commerce,Small,2026-05-22,Active,T+1,Damietta,Damietta - Central
M02904,Pyramid Online 2904,E-Commerce,Micro,2024-11-20,Active,T+1,Qena,Nag Hammadi
M02905,Golden Cafe 2905,Restaurants,Small,2021-07-12,Active,T+1,Alexandria,Sidi Gaber - Central
M02906,Family Cafe 2906,Restaurants,Micro,2024-12-29,Active,T+1,Kafr El Sheikh,Sidi Salem - Central
M02907,Smart Care 2907,Pharmacy,Small,2021-11-19,Active,T+1,Sharqia,10th of Ramadan - Central
M02908,Elite Foods 2908,Grocery,Micro,2022-08-18,Active,T+0,Alexandria,Borg El Arab
M02909,Cairo Market 2909,Grocery,Enterprise,2023-11-07,Active,T+1,Aswan,Edfu
M02910,Royal Style 2910,Fashion,Micro,2022-05-24,Active,T+1,Fayoum,Sinnuris
M02911,Prime Care 2911,Pharmacy,Micro,2023-12-26,Active,T+0,Giza,Mohandessin
M02912,Prime Transit 2912,Transportation,Micro,2023-11-19,Active,T+0,Cairo,Ain Shams
M02913,Pyramid Electronics 2913,Electronics,Micro,2025-12-23,Active,T+0,Giza,6th of October
M02914,Green Bites 2914,Restaurants,Micro,2023-11-17,Active,T+2,Cairo,Nasr City
M02915,Family Kitchen 2915,Restaurants,Medium,2024-08-21,Active,T+1,Aswan,Kom Ombo
M02916,Green Online 2916,E-Commerce,Micro,2022-07-21,Temporarily Suspended,T+2,Giza,Mohandessin
M02917,Smart Foods 2917,Grocery,Medium,2022-12-18,Active,T+1,Luxor,Luxor
M02918,Prime Pharmacy 2918,Pharmacy,Enterprise,2022-04-17,Active,T+2,Kafr El Sheikh,Sidi Salem - Central
M02919,Golden Foods 2919,Grocery,Small,2023-11-22,Active,T+1,Sohag,Girga
M02920,Nile Pharmacy 2920,Pharmacy,Small,2021-10-08,Active,T+0,Luxor,Esna
M02921,Lotus Foods 2921,Grocery,Micro,2022-11-08,Active,T+0,Qalyubia,Obour - Central
M02922,Green Kitchen 2922,Restaurants,Small,2025-09-02,Active,T+0,South Sinai,Dahab
M02923,Urban Transit 2923,Transportation,Micro,2021-10-16,Active,T+1,Minya,Mallawi - Central
M02924,Sun Bites 2924,Restaurants,Small,2026-02-02,Active,T+1,Giza,Sheikh Zayed
M02925,Nova Mart 2925,Grocery,Micro,2022-06-17,Active,T+0,Beni Suef,Nasser - Central
M02926,Metro Wear 2926,Fashion,Medium,2025-08-19,Temporarily Suspended,T+0,Cairo,Maadi
M02927,Smart Cinema 2927,Entertainment,Micro,2022-11-20,Active,T+1,Giza,Haram
M02928,Elite Store 2928,E-Commerce,Small,2024-05-13,Active,T+1,Alexandria,Borg El Arab - Central
M02929,Green Mobile 2929,Telecom,Medium,2021-06-14,Active,T+0,Beni Suef,Beni Suef
M02930,Cairo Wear 2930,Fashion,Micro,2021-09-30,Active,T+2,Monufia,Shebin El Kom
M02931,Pyramid Care 2931,Pharmacy,Small,2026-01-12,Active,T+1,Cairo,New Cairo - Central
M02932,Green Tech 2932,Electronics,Small,2022-09-06,Active,T+1,Alexandria,Agami - Central
M02933,Nile Tech 2933,Electronics,Micro,2023-06-10,Active,T+1,Giza,Sheikh Zayed - Central
M02934,Sun Tech 2934,Electronics,Small,2023-03-13,Active,T+1,Kafr El Sheikh,Baltim - Central
M02935,Sun Transit 2935,Transportation,Medium,2022-02-14,Active,T+2,Giza,Faisal - Central
M02936,Metro Wear 2936,Fashion,Small,2026-03-25,Active,T+1,Cairo,Ain Shams - Central
M02937,Pyramid Bites 2937,Restaurants,Small,2022-09-23,Active,T+0,Cairo,Downtown
M02938,Urban Online 2938,E-Commerce,Small,2024-07-31,Active,T+1,Aswan,Edfu
M02939,Nile Cafe 2939,Restaurants,Small,2021-05-19,Active,T+0,Alexandria,Stanley
M02940,Delta Transit 2940,Transportation,Micro,2022-09-09,Active,T+2,Alexandria,Sidi Gaber - Central
M02941,Smart Online 2941,E-Commerce,Micro,2022-01-04,Active,T+0,Dakahlia,Belqas - Central
M02942,Golden Wear 2942,Fashion,Micro,2021-09-28,Active,T+0,Beni Suef,Nasser - Central
M02943,Cairo Cinema 2943,Entertainment,Medium,2025-03-29,Active,T+1,Cairo,Ain Shams
M02944,Delta Online 2944,E-Commerce,Micro,2026-04-06,Active,T+1,Giza,Faisal
M02945,Pyramid Connect 2945,Telecom,Micro,2021-12-05,Active,T+0,Beheira,Nubaria - Central
M02946,Nile Tech 2946,Electronics,Micro,2022-12-15,Active,T+1,Cairo,Ain Shams - Central
M02947,Delta Foods 2947,Grocery,Small,2023-08-20,Active,T+0,Damietta,New Damietta
M02948,Elite Fuel 2948,Fuel,Enterprise,2025-08-06,Active,T+1,Beni Suef,Beni Suef - Central
M02949,Green Cafe 2949,Restaurants,Small,2022-07-30,Active,T+1,Alexandria,Smouha - Central
M02950,Cairo Cafe 2950,Restaurants,Micro,2022-01-14,Active,T+1,North Sinai,Arish
M02951,Royal Mart 2951,Grocery,Micro,2023-12-27,Active,T+1,Cairo,Nasr City - Central
M02952,Quick Market 2952,Grocery,Micro,2021-05-29,Active,T+1,Alexandria,Agami
M02953,Delta Tech 2953,Electronics,Small,2023-02-27,Active,T+0,Giza,6th of October - Central
M02954,Blue Foods 2954,Grocery,Small,2022-12-02,Active,T+1,Dakahlia,Aga
M02955,Metro Style 2955,Fashion,Micro,2024-12-20,Active,T+2,Matrouh,Marsa Matrouh
M02956,Smart Online 2956,E-Commerce,Micro,2021-05-20,Active,T+1,Alexandria,Sidi Gaber - Central
M02957,Golden Care 2957,Pharmacy,Micro,2022-06-08,Active,T+1,Cairo,New Cairo - Central
M02958,Quick Care 2958,Pharmacy,Micro,2021-10-17,Active,T+1,Cairo,New Cairo - Central
M02959,Lotus Mart 2959,Grocery,Small,2024-02-28,Active,T+1,Luxor,Luxor
M02960,Metro Foods 2960,Grocery,Micro,2021-10-10,Active,T+1,Cairo,Downtown
M02961,Delta Kitchen 2961,Restaurants,Small,2021-08-09,Active,T+0,Alexandria,Agami
M02962,Blue Mart 2962,Grocery,Small,2024-12-18,Active,T+1,Sharqia,Abu Hammad - Central
M02963,Sun Electronics 2963,Electronics,Micro,2023-07-09,Active,T+2,Giza,Haram
M02964,Delta Foods 2964,Grocery,Micro,2026-02-03,Active,T+1,Cairo,Maadi
M02965,Pyramid Electronics 2965,Electronics,Medium,2026-01-14,Active,T+2,Dakahlia,Aga - Central
M02966,Sun Ride 2966,Transportation,Small,2022-09-27,Active,T+1,Alexandria,Borg El Arab
M02967,Nova Wear 2967,Fashion,Micro,2022-08-27,Active,T+1,Monufia,Sadat City
M02968,Delta Health 2968,Healthcare,Micro,2022-02-26,Active,T+2,Fayoum,Sinnuris
M02969,Sun Online 2969,E-Commerce,Micro,2024-07-17,Active,T+0,Giza,Sheikh Zayed
M02970,Quick Station 2970,Fuel,Small,2024-12-08,Active,T+1,Kafr El Sheikh,Sidi Salem - Central
M02971,Pyramid Academy 2971,Education,Micro,2023-05-19,Active,T+1,Cairo,Shubra - Central
M02972,Nile Mart 2972,Grocery,Medium,2022-04-18,Active,T+1,Sharqia,Minya Al Qamh - Central
M02973,Urban Fuel 2973,Fuel,Micro,2022-03-11,Active,T+1,Ismailia,Fayed
M02974,Cairo Ride 2974,Transportation,Medium,2021-06-10,Active,T+1,Suez,Ain Sokhna
M02975,Green Pharmacy 2975,Pharmacy,Small,2022-10-16,Active,T+2,Qalyubia,Shubra El Kheima
M02976,Nova Market 2976,Grocery,Enterprise,2023-05-14,Active,T+1,Kafr El Sheikh,Baltim
M02977,Nova Learning 2977,Education,Small,2023-05-11,Active,T+1,Giza,Faisal
M02978,Elite Tech 2978,Electronics,Small,2021-02-19,Active,T+1,Cairo,Ain Shams
M02979,Sun Transit 2979,Transportation,Medium,2022-04-21,Active,T+0,Giza,Dokki
M02980,Metro Store 2980,E-Commerce,Small,2025-09-08,Active,T+0,Gharbia,Kafr El Zayat
M02981,Royal Store 2981,E-Commerce,Small,2022-07-23,Active,T+1,Assiut,New Assiut
M02982,Sun Foods 2982,Grocery,Small,2022-02-10,Active,T+1,Fayoum,Fayoum
M02983,Pyramid Online 2983,E-Commerce,Small,2023-09-24,Active,T+1,Cairo,Shubra
M02984,Urban Online 2984,E-Commerce,Small,2022-03-20,Active,T+1,Giza,Haram - Central
M02985,Family Pharmacy 2985,Pharmacy,Small,2024-10-10,Active,T+1,Alexandria,Borg El Arab
M02986,Family Fuel 2986,Fuel,Micro,2022-02-15,Active,T+1,Minya,Beni Mazar
M02987,Green Online 2987,E-Commerce,Small,2021-10-02,Active,T+1,Cairo,Shubra
M02988,Green Online 2988,E-Commerce,Small,2026-04-03,Active,T+1,Alexandria,Borg El Arab - Central
M02989,Quick Mart 2989,Grocery,Medium,2021-06-19,Temporarily Suspended,T+2,Giza,Dokki
M02990,Sun Pharmacy 2990,Pharmacy,Micro,2023-08-10,Active,T+2,Cairo,Shubra
M02991,Green Health 2991,Healthcare,Micro,2023-06-03,Active,T+1,Giza,Haram
M02992,Green Electronics 2992,Electronics,Micro,2021-01-13,Active,T+1,Giza,Sheikh Zayed - Central
M02993,Quick Transit 2993,Transportation,Small,2025-04-07,Active,T+1,Qalyubia,Obour - Central
M02994,Prime Mobile 2994,Telecom,Small,2021-01-14,Active,T+0,Cairo,Nasr City - Central
M02995,Smart Care 2995,Pharmacy,Micro,2024-03-01,Active,T+1,Damietta,Ras El Bar - Central
M02996,Cairo Transit 2996,Transportation,Micro,2021-06-22,Active,T+1,Damietta,Ras El Bar - Central
M02997,Green Kitchen 2997,Restaurants,Enterprise,2022-05-04,Active,T+0,Qena,Qena
M02998,Prime Fun 2998,Entertainment,Small,2021-12-22,Active,T+1,Cairo,Nasr City - Central
M02999,Family Market 2999,Grocery,Micro,2022-10-17,Active,T+0,Cairo,Mokattam
M03000,Pyramid Store 3000,E-Commerce,Medium,2023-01-20,Active,T+1,Giza,Sheikh Zayed - Central
M03001,Nova Tech 3001,Electronics,Micro,2023-03-18,Active,T+1,Cairo,Mokattam
M03002,Cairo Pharmacy 3002,Pharmacy,Enterprise,2024-05-26,Active,T+1,Cairo,Downtown
M03003,Prime Electronics 3003,Electronics,Micro,2021-09-03,Active,T+1,Giza,6th of October
M03004,Urban Cafe 3004,Restaurants,Micro,2024-04-27,Active,T+1,Giza,Faisal
M03005,Nile Care 3005,Pharmacy,Micro,2024-10-28,Active,T+0,Alexandria,Stanley
M03006,Sun Fun 3006,Entertainment,Small,2024-08-30,Active,T+1,Giza,Sheikh Zayed
M03007,Sun Store 3007,E-Commerce,Small,2022-10-27,Active,T+1,Giza,Faisal
M03008,Quick Cafe 3008,Restaurants,Micro,2023-11-06,Active,T+0,Dakahlia,Aga
M03009,Elite Foods 3009,Grocery,Small,2021-06-20,Active,T+1,Assiut,New Assiut - Central
M03010,Golden Transit 3010,Transportation,Micro,2024-03-16,Active,T+1,Minya,Minya
M03011,Cairo Health 3011,Healthcare,Micro,2023-02-18,Active,T+1,Gharbia,Kafr El Zayat
M03012,Prime Market 3012,Grocery,Small,2023-01-24,Temporarily Suspended,T+1,Aswan,Kom Ombo
M03013,Royal Bites 3013,Restaurants,Micro,2023-10-14,Active,T+2,Monufia,Menouf - Central
M03014,Quick Style 3014,Fashion,Small,2021-03-16,Active,T+1,Gharbia,Tanta
M03015,Smart Market 3015,Grocery,Small,2023-03-02,Active,T+0,Minya,Minya
M03016,Nile Cafe 3016,Restaurants,Medium,2024-11-23,Active,T+1,Qalyubia,Shubra El Kheima - Central
M03017,Delta Market 3017,Grocery,Small,2025-11-23,Active,T+1,Cairo,Shubra
M03018,Quick Cafe 3018,Restaurants,Medium,2025-08-02,Active,T+1,North Sinai,Bir El Abd
M03019,Lotus Connect 3019,Telecom,Micro,2024-09-11,Active,T+0,Aswan,Edfu
M03020,Golden Academy 3020,Education,Small,2025-03-27,Active,T+1,Giza,6th of October - Central
M03021,Nova Cafe 3021,Restaurants,Small,2023-12-16,Active,T+1,Sharqia,Abu Hammad - Central
M03022,Golden Transit 3022,Transportation,Medium,2024-01-19,Active,T+1,Monufia,Ashmoun - Central
M03023,Urban Ride 3023,Transportation,Medium,2024-08-29,Active,T+1,Beheira,Nubaria
M03024,Nile Learning 3024,Education,Medium,2021-05-18,Offboarded,T+2,Dakahlia,Belqas - Central
M03025,Royal Clinic 3025,Healthcare,Medium,2022-05-01,Active,T+1,Alexandria,Sidi Gaber - Central
M03026,Family Connect 3026,Telecom,Micro,2023-09-29,Active,T+0,Sohag,Akhmim
M03027,Delta Learning 3027,Education,Micro,2025-10-01,Active,T+1,Cairo,Downtown
M03028,Sun Mart 3028,Grocery,Small,2023-06-19,Active,T+0,Cairo,Mokattam - Central
M03029,Blue Foods 3029,Grocery,Enterprise,2022-01-05,Active,T+0,Giza,Sheikh Zayed - Central
M03030,Metro Care 3030,Pharmacy,Micro,2022-11-19,Active,T+1,Giza,Sheikh Zayed - Central
M03031,Family Transit 3031,Transportation,Micro,2022-08-26,Active,T+2,Giza,6th of October
M03032,Pyramid Pharmacy 3032,Pharmacy,Micro,2021-03-19,Active,T+0,Cairo,Shubra
M03033,Sun Online 3033,E-Commerce,Micro,2021-01-04,Active,T+1,Cairo,Maadi - Central
M03034,Lotus Store 3034,E-Commerce,Small,2021-11-29,Active,T+1,Cairo,Heliopolis - Central
M03035,Metro Clinic 3035,Healthcare,Micro,2021-01-28,Offboarded,T+2,Cairo,New Cairo
M03036,Sun Health 3036,Healthcare,Medium,2021-06-27,Active,T+2,Sohag,Tahta
M03037,Blue Health 3037,Healthcare,Small,2024-01-25,Active,T+1,Giza,Imbaba
M03038,Cairo Pharmacy 3038,Pharmacy,Small,2021-07-19,Active,T+1,Giza,Faisal
M03039,Lotus Store 3039,E-Commerce,Micro,2023-04-28,Active,T+1,Alexandria,Agami
M03040,Blue Store 3040,E-Commerce,Micro,2024-07-22,Active,T+0,Giza,6th of October
M03041,Royal Cafe 3041,Restaurants,Small,2022-12-04,Active,T+0,Giza,Haram - Central
M03042,Nova Market 3042,Grocery,Small,2021-07-25,Active,T+1,Cairo,Maadi
M03043,Pyramid Bites 3043,Restaurants,Micro,2022-05-12,Active,T+1,Cairo,Heliopolis - Central
M03044,Elite Cafe 3044,Restaurants,Micro,2023-10-14,Active,T+0,Giza,Imbaba - Central
M03045,Golden Online 3045,E-Commerce,Small,2024-05-30,Active,T+2,Port Said,Port Said
M03046,Lotus Market 3046,Grocery,Micro,2023-07-27,Active,T+1,Red Sea,Safaga
M03047,Green Bites 3047,Restaurants,Medium,2023-03-04,Offboarded,T+1,Cairo,New Cairo
M03048,Family Market 3048,Grocery,Micro,2021-12-22,Active,T+1,Cairo,Nasr City - Central
M03049,Metro Foods 3049,Grocery,Micro,2022-01-02,Active,T+1,Cairo,Downtown
M03050,Sun Cinema 3050,Entertainment,Small,2021-10-21,Active,T+0,Fayoum,Fayoum
M03051,Family Store 3051,E-Commerce,Micro,2022-07-17,Offboarded,T+2,Alexandria,Smouha - Central
M03052,Family Tech 3052,Electronics,Small,2023-11-14,Active,T+1,Red Sea,Marsa Alam
M03053,Delta Care 3053,Pharmacy,Micro,2023-07-19,Active,T+1,Giza,Mohandessin
M03054,Cairo Bites 3054,Restaurants,Micro,2025-10-11,Active,T+1,Fayoum,Ibshaway
M03055,Quick Online 3055,E-Commerce,Small,2021-01-03,Active,T+1,Suez,Ain Sokhna - Central
M03056,Quick Wear 3056,Fashion,Micro,2023-03-20,Active,T+0,Sharqia,Belbeis
M03057,Nova Connect 3057,Telecom,Medium,2023-12-17,Active,T+2,Giza,Sheikh Zayed
M03058,Delta Market 3058,Grocery,Medium,2021-06-21,Active,T+2,Alexandria,Agami
M03059,Royal Kitchen 3059,Restaurants,Micro,2026-04-19,Active,T+1,Cairo,Ain Shams - Central
M03060,Pyramid Health 3060,Healthcare,Micro,2021-11-23,Active,T+1,Giza,Faisal
M03061,Urban Care 3061,Pharmacy,Small,2023-11-18,Active,T+2,Beheira,Damanhur - Central
M03062,Prime Market 3062,Grocery,Medium,2025-03-13,Active,T+1,Cairo,Shubra
M03063,Smart Care 3063,Pharmacy,Small,2024-01-01,Active,T+0,Fayoum,Ibshaway
M03064,Prime Pharmacy 3064,Pharmacy,Enterprise,2022-05-06,Active,T+1,Cairo,Mokattam - Central
M03065,Cairo Pharmacy 3065,Pharmacy,Micro,2022-11-19,Active,T+1,Dakahlia,Mit Ghamr
M03066,Blue Online 3066,E-Commerce,Small,2024-03-19,Active,T+1,Minya,Mallawi
M03067,Royal Market 3067,Grocery,Medium,2024-05-06,Active,T+1,Cairo,New Cairo
M03068,Smart Online 3068,E-Commerce,Micro,2023-02-26,Active,T+1,Cairo,Mokattam - Central
M03069,Quick Ride 3069,Transportation,Small,2023-11-27,Active,T+1,Cairo,Heliopolis - Central
M03070,Pyramid Foods 3070,Grocery,Micro,2021-01-26,Active,T+0,Fayoum,Fayoum - Central
M03071,Royal Fuel 3071,Fuel,Small,2022-02-18,Active,T+0,Cairo,Nasr City
M03072,Pyramid Electronics 3072,Electronics,Small,2022-09-08,Temporarily Suspended,T+1,Assiut,New Assiut - Central
M03073,Sun Kitchen 3073,Restaurants,Medium,2022-01-28,Active,T+1,Dakahlia,Aga
M03074,Nile Bites 3074,Restaurants,Micro,2023-05-02,Active,T+1,Giza,Sheikh Zayed - Central
M03075,Smart Ride 3075,Transportation,Small,2025-04-01,Active,T+0,Fayoum,Fayoum - Central
M03076,Nile Fun 3076,Entertainment,Small,2022-05-05,Active,T+1,Cairo,Shubra - Central
M03077,Nile Mobile 3077,Telecom,Micro,2022-10-15,Active,T+2,Minya,Minya
M03078,Delta Electronics 3078,Electronics,Small,2022-03-22,Active,T+2,Giza,Sheikh Zayed - Central
M03079,Nova Learning 3079,Education,Medium,2021-09-08,Active,T+1,Sharqia,10th of Ramadan - Central
M03080,Lotus Foods 3080,Grocery,Small,2024-10-28,Active,T+0,Luxor,Armant
M03081,Smart Pharmacy 3081,Pharmacy,Micro,2021-07-06,Active,T+2,Alexandria,Miami - Central
M03082,Green Care 3082,Pharmacy,Micro,2021-04-06,Active,T+2,Dakahlia,Mit Ghamr
M03083,Golden Cafe 3083,Restaurants,Medium,2023-03-11,Active,T+1,Cairo,Mokattam - Central
M03084,Green Wear 3084,Fashion,Small,2023-12-26,Active,T+0,Cairo,Ain Shams
M03085,Nile Electronics 3085,Electronics,Medium,2023-12-12,Active,T+2,Dakahlia,Aga
M03086,Family Market 3086,Grocery,Small,2025-03-28,Active,T+1,Alexandria,Borg El Arab
M03087,Quick Market 3087,Grocery,Micro,2022-10-06,Active,T+1,Luxor,Armant
M03088,Prime Fun 3088,Entertainment,Small,2021-10-12,Active,T+1,Red Sea,Safaga
M03089,Elite Academy 3089,Education,Small,2021-11-11,Active,T+1,Dakahlia,Aga
M03090,Nile Kitchen 3090,Restaurants,Small,2024-05-25,Temporarily Suspended,T+1,Kafr El Sheikh,Sidi Salem - Central
M03091,Royal Market 3091,Grocery,Medium,2024-05-11,Active,T+0,Sharqia,10th of Ramadan
M03092,Lotus Electronics 3092,Electronics,Small,2021-03-07,Active,T+0,Giza,Faisal
M03093,Quick Ride 3093,Transportation,Small,2022-04-14,Active,T+0,Giza,Mohandessin
M03094,Green Wear 3094,Fashion,Medium,2022-01-14,Active,T+1,Dakahlia,Aga
M03095,Golden Foods 3095,Grocery,Small,2023-05-01,Active,T+0,Giza,6th of October
M03096,Royal Care 3096,Pharmacy,Medium,2023-11-16,Active,T+0,Qena,Qena
M03097,Green Bites 3097,Restaurants,Micro,2023-09-08,Active,T+0,Dakahlia,Talkha
M03098,Delta Care 3098,Pharmacy,Medium,2025-07-24,Active,T+1,Alexandria,Stanley
M03099,Lotus Pharmacy 3099,Pharmacy,Small,2026-05-17,Active,T+0,Giza,6th of October - Central
M03100,Elite Transit 3100,Transportation,Enterprise,2023-02-20,Active,T+2,Cairo,Shubra
M03101,Golden Mart 3101,Grocery,Medium,2025-03-05,Active,T+0,Aswan,Aswan
M03102,Elite Ride 3102,Transportation,Small,2024-06-01,Active,T+1,Alexandria,Agami - Central
M03103,Nova Care 3103,Pharmacy,Micro,2021-09-11,Active,T+0,Dakahlia,Mit Ghamr - Central
M03104,Cairo Kitchen 3104,Restaurants,Small,2021-04-16,Active,T+1,Qalyubia,Banha
M03105,Elite Kitchen 3105,Restaurants,Small,2025-03-30,Active,T+1,Cairo,Heliopolis - Central
M03106,Metro Foods 3106,Grocery,Micro,2023-08-05,Active,T+1,Dakahlia,Mansoura - Central
M03107,Green Bites 3107,Restaurants,Micro,2023-11-24,Active,T+1,Cairo,Maadi
