account_id,customer_id,account_type,wallet_tier,account_status,opened_date,daily_limit_egp,current_balance_egp
A025813,C014922,Personal Wallet,Gold,Active,2025-02-15,40000.0,7853.56
A025814,C042888,Personal Wallet,Basic,Active,2023-06-24,10000.0,371.43
A025815,C030184,Personal Wallet,Gold,Active,2022-05-10,40000.0,923.01
A025816,C013915,Personal Wallet,Silver,Active,2023-01-30,20000.0,2104.44
A025817,C041723,Personal Wallet,Basic,Active,2025-09-30,10000.0,885.56
A025818,C026859,Personal Wallet,Silver,Active,2024-04-09,20000.0,1352.45
A025819,C010324,Personal Wallet,Basic,Active,2022-06-02,10000.0,471.76
A025820,C004489,Personal Wallet,Silver,Active,2026-01-20,20000.0,1273.6
A025821,C029898,Personal Wallet,Basic,Active,2022-07-30,10000.0,97.51
A025822,C038111,Personal Wallet,Silver,Active,2026-04-03,20000.0,843.09
A025823,C034677,Personal Wallet,Silver,Active,2024-05-09,20000.0,1199.69
A025824,C032617,Personal Wallet,Basic,Active,2023-09-18,10000.0,390.29
A025825,C024917,Personal Wallet,Basic,Active,2024-07-16,10000.0,1067.7
A025826,C028681,Personal Wallet,Basic,Active,2024-08-09,10000.0,732.92
A025827,C001121,Personal Wallet,Basic,Active,2023-01-21,10000.0,889.64
A025828,C039035,Personal Wallet,Basic,Active,2022-10-29,10000.0,1978.67
A025829,C001410,Personal Wallet,Basic,Active,2024-07-16,10000.0,1141.82
A025830,C022595,Personal Wallet,Silver,Active,2024-02-14,20000.0,1187.79
A025831,C007552,Business Wallet,Gold,Suspended,2022-10-02,40000.0,4818.3
A025832,C031297,Personal Wallet,Basic,Active,2023-11-20,10000.0,1853.51
A025833,C001478,Personal Wallet,Basic,Active,2022-06-15,10000.0,638.14
A025834,C009022,Personal Wallet,Basic,Suspended,2024-04-23,10000.0,535.96
A025835,C006351,Personal Wallet,Basic,Active,2026-06-05,10000.0,271.02
A025836,C011730,Personal Wallet,Gold,Active,2022-03-20,40000.0,3732.06
A025837,C024872,Personal Wallet,Silver,Active,2023-06-28,20000.0,1828.81
A025838,C003222,Personal Wallet,Basic,Active,2022-11-17,10000.0,1156.73
A025839,C007902,Personal Wallet,Gold,Active,2024-04-28,40000.0,7920.42
A025840,C029935,Personal Wallet,Basic,Active,2023-09-24,10000.0,980.58
A025841,C012740,Personal Wallet,Basic,Active,2023-12-02,10000.0,1479.43
A025842,C001553,Personal Wallet,Basic,Active,2022-06-01,10000.0,128.21
A025843,C007312,Personal Wallet,Silver,Active,2022-07-05,20000.0,1913.33
A025844,C005449,Personal Wallet,Basic,Active,2026-06-20,10000.0,153.74
A025845,C000262,Personal Wallet,Silver,Active,2024-11-28,20000.0,1448.73
A025846,C015162,Personal Wallet,Basic,Active,2024-10-26,10000.0,323.11
A025847,C016397,Personal Wallet,Basic,Active,2024-12-06,10000.0,1726.96
A025848,C009313,Business Wallet,Business,Active,2024-02-25,80000.0,7559.65
A025849,C040467,Personal Wallet,Basic,Active,2022-02-09,10000.0,773.6
A025850,C030846,Personal Wallet,Basic,Active,2022-03-16,10000.0,542.76
A025851,C033650,Personal Wallet,Basic,Active,2023-04-22,10000.0,353.1
A025852,C003252,Personal Wallet,Basic,Active,2022-10-12,10000.0,88.11
A025853,C014859,Personal Wallet,Silver,Active,2022-03-27,20000.0,882.23
A025854,C009886,Personal Wallet,Basic,Active,2022-09-28,10000.0,1667.56
A025855,C035663,Personal Wallet,Silver,Active,2024-03-03,20000.0,1212.54
A025856,C003317,Personal Wallet,Silver,Active,2025-02-12,20000.0,193.41
A025857,C029920,Personal Wallet,Basic,Active,2024-12-11,10000.0,541.8
A025858,C022651,Personal Wallet,Basic,Active,2022-04-01,10000.0,2536.97
A025859,C029905,Personal Wallet,Basic,Active,2022-12-23,10000.0,1324.56
A025860,C022192,Personal Wallet,Basic,Active,2023-01-29,10000.0,507.43
A025861,C020024,Personal Wallet,Basic,Active,2023-02-16,10000.0,857.68
A025862,C004599,Personal Wallet,Silver,Active,2025-11-20,20000.0,932.45
A025863,C020270,Personal Wallet,Basic,Active,2024-11-09,10000.0,614.24
A025864,C033694,Personal Wallet,Silver,Active,2023-08-19,20000.0,527.11
A025865,C018956,Personal Wallet,Basic,Active,2023-10-06,10000.0,1405.79
A025866,C005921,Personal Wallet,Silver,Active,2026-02-13,20000.0,575.25
A025867,C034988,Personal Wallet,Silver,Active,2025-05-04,20000.0,4616.01
A025868,C008567,Personal Wallet,Basic,Active,2024-04-04,10000.0,259.12
A025869,C040910,Personal Wallet,Basic,Active,2024-04-26,10000.0,1677.31
A025870,C019445,Personal Wallet,Basic,Active,2022-03-28,10000.0,380.33
A025871,C002336,Personal Wallet,Basic,Active,2024-05-29,10000.0,1480.27
A025872,C038123,Personal Wallet,Basic,Active,2024-02-03,10000.0,236.48
A025873,C015807,Personal Wallet,Gold,Active,2025-01-20,40000.0,3333.84
A025874,C025614,Personal Wallet,Silver,Active,2025-12-23,20000.0,2168.37
A025875,C026268,Personal Wallet,Basic,Active,2025-08-11,10000.0,2754.65
A025876,C029661,Personal Wallet,Silver,Active,2026-05-23,20000.0,1492.7
A025877,C008187,Personal Wallet,Basic,Active,2023-01-29,10000.0,1336.03
A025878,C043485,Personal Wallet,Basic,Active,2024-03-27,10000.0,1021.48
A025879,C010106,Personal Wallet,Basic,Suspended,2025-02-25,10000.0,207.2
A025880,C037816,Personal Wallet,Silver,Active,2023-08-04,20000.0,3910.52
A025881,C017496,Personal Wallet,Silver,Active,2023-12-18,20000.0,397.43
A025882,C002409,Personal Wallet,Basic,Active,2025-08-20,10000.0,183.46
A025883,C031171,Personal Wallet,Basic,Active,2023-12-14,10000.0,1269.21
A025884,C043832,Personal Wallet,Gold,Active,2024-01-08,40000.0,2129.45
A025885,C023664,Personal Wallet,Basic,Active,2024-06-28,10000.0,2037.28
A025886,C001801,Business Wallet,Business,Active,2024-05-29,80000.0,1169.22
A025887,C025596,Personal Wallet,Basic,Active,2025-07-24,10000.0,444.61
A025888,C014468,Personal Wallet,Basic,Active,2024-06-22,10000.0,416.0
A025889,C044552,Personal Wallet,Gold,Active,2026-04-25,40000.0,10653.32
A025890,C034372,Personal Wallet,Basic,Active,2026-06-20,10000.0,2803.05
A025891,C012471,Personal Wallet,Basic,Active,2025-07-11,10000.0,436.17
A025892,C041465,Personal Wallet,Basic,Active,2024-07-17,10000.0,1086.85
A025893,C030280,Personal Wallet,Basic,Active,2022-05-29,10000.0,748.77
A025894,C044920,Personal Wallet,Basic,Active,2023-11-01,10000.0,1897.99
A025895,C009829,Personal Wallet,Gold,Active,2024-02-10,40000.0,21041.72
A025896,C000169,Personal Wallet,Gold,Suspended,2022-04-03,40000.0,3261.0
A025897,C014601,Personal Wallet,Silver,Suspended,2024-01-13,20000.0,241.49
A025898,C008926,Personal Wallet,Basic,Active,2023-02-07,10000.0,605.53
A025899,C012122,Personal Wallet,Silver,Active,2022-04-06,20000.0,1246.65
A025900,C041619,Personal Wallet,Basic,Active,2024-08-16,10000.0,2017.11
A025901,C005720,Personal Wallet,Basic,Active,2023-04-15,10000.0,222.97
A025902,C028942,Personal Wallet,Silver,Active,2024-01-30,20000.0,842.1
A025903,C025895,Personal Wallet,Basic,Active,2025-11-27,10000.0,1276.88
A025904,C003644,Personal Wallet,Basic,Active,2026-06-20,10000.0,4574.3
A025905,C032644,Personal Wallet,Basic,Active,2023-01-30,10000.0,2406.61
A025906,C024042,Personal Wallet,Silver,Active,2022-05-23,20000.0,1981.24
A025907,C041181,Personal Wallet,Basic,Active,2022-05-17,10000.0,546.7
A025908,C020023,Personal Wallet,Basic,Active,2026-04-02,10000.0,741.81
A025909,C019037,Personal Wallet,Silver,Active,2022-06-04,20000.0,2277.59
A025910,C043505,Personal Wallet,Silver,Active,2022-12-12,20000.0,576.21
A025911,C019357,Personal Wallet,Silver,Active,2024-03-20,20000.0,671.32
A025912,C029019,Personal Wallet,Silver,Active,2026-02-02,20000.0,2192.98
A025913,C000519,Personal Wallet,Basic,Active,2022-07-30,10000.0,443.07
A025914,C000326,Personal Wallet,Gold,Active,2023-04-03,40000.0,1988.41
A025915,C040884,Personal Wallet,Gold,Active,2023-12-25,40000.0,2791.52
A025916,C025917,Personal Wallet,Silver,Active,2022-05-14,20000.0,1613.87
A025917,C028175,Personal Wallet,Basic,Suspended,2024-05-07,10000.0,1322.03
A025918,C003398,Personal Wallet,Silver,Active,2023-02-25,20000.0,694.48
A025919,C025988,Personal Wallet,Basic,Active,2023-03-13,10000.0,1049.51
A025920,C014723,Personal Wallet,Basic,Active,2024-03-10,10000.0,56.36
A025921,C010538,Personal Wallet,Gold,Active,2023-02-13,40000.0,3503.36
A025922,C009489,Personal Wallet,Basic,Active,2024-06-06,10000.0,253.61
A025923,C015917,Personal Wallet,Basic,Active,2022-06-10,10000.0,1235.49
A025924,C013489,Personal Wallet,Gold,Active,2024-03-17,40000.0,5125.15
A025925,C025546,Personal Wallet,Basic,Active,2025-01-30,10000.0,141.46
A025926,C004185,Personal Wallet,Basic,Active,2024-06-06,10000.0,600.41
A025927,C038621,Personal Wallet,Basic,Suspended,2023-12-04,10000.0,728.33
A025928,C042387,Personal Wallet,Basic,Active,2022-06-25,10000.0,516.28
A025929,C020137,Personal Wallet,Basic,Active,2025-08-04,10000.0,498.33
A025930,C021077,Personal Wallet,Gold,Active,2023-02-24,40000.0,2319.19
A025931,C014567,Personal Wallet,Basic,Active,2023-05-21,10000.0,650.84
A025932,C020141,Personal Wallet,Basic,Suspended,2025-04-13,10000.0,1555.62
A025933,C044374,Personal Wallet,Basic,Active,2026-03-05,10000.0,20.56
A025934,C041576,Personal Wallet,Gold,Active,2022-10-01,40000.0,5982.16
A025935,C042763,Personal Wallet,Gold,Active,2023-12-20,40000.0,723.17
A025936,C024940,Personal Wallet,Silver,Active,2024-08-22,20000.0,732.86
A025937,C017847,Personal Wallet,Silver,Active,2023-06-15,20000.0,1084.22
A025938,C030990,Personal Wallet,Silver,Active,2026-01-04,20000.0,233.59
A025939,C011879,Personal Wallet,Silver,Active,2025-01-30,20000.0,2378.55
A025940,C012885,Personal Wallet,Basic,Active,2024-02-14,10000.0,386.55
A025941,C042921,Personal Wallet,Basic,Active,2022-11-24,10000.0,2242.24
A025942,C008560,Personal Wallet,Basic,Active,2023-08-04,10000.0,1192.25
A025943,C022007,Personal Wallet,Gold,Active,2025-04-14,40000.0,850.97
A025944,C016227,Personal Wallet,Gold,Active,2024-02-13,40000.0,6613.56
A025945,C041787,Personal Wallet,Silver,Active,2026-01-13,20000.0,1397.17
A025946,C024791,Personal Wallet,Basic,Active,2025-07-25,10000.0,523.24
A025947,C035547,Personal Wallet,Basic,Active,2024-07-16,10000.0,1055.75
A025948,C007651,Personal Wallet,Basic,Active,2025-04-15,10000.0,960.18
A025949,C020386,Personal Wallet,Basic,Active,2022-08-10,10000.0,834.05
A025950,C036460,Personal Wallet,Silver,Active,2025-02-12,20000.0,2559.83
A025951,C025872,Personal Wallet,Silver,Active,2023-06-08,20000.0,3669.69
A025952,C015655,Personal Wallet,Silver,Active,2022-10-23,20000.0,1610.83
A025953,C020415,Personal Wallet,Basic,Suspended,2022-12-18,10000.0,794.88
A025954,C036011,Personal Wallet,Basic,Active,2023-10-01,10000.0,76.12
A025955,C030486,Personal Wallet,Basic,Active,2023-10-31,10000.0,308.77
A025956,C006922,Personal Wallet,Silver,Active,2022-08-25,20000.0,198.09
A025957,C035078,Personal Wallet,Gold,Active,2022-03-30,40000.0,3156.61
A025958,C002731,Personal Wallet,Silver,Active,2026-01-05,20000.0,7071.41
A025959,C040142,Personal Wallet,Basic,Active,2024-02-11,10000.0,642.0
A025960,C013468,Personal Wallet,Gold,Active,2024-10-31,40000.0,6397.74
A025961,C043207,Personal Wallet,Silver,Active,2022-05-19,20000.0,2406.99
A025962,C031222,Personal Wallet,Basic,Active,2022-10-10,10000.0,462.95
A025963,C003277,Personal Wallet,Gold,Active,2023-03-24,40000.0,5895.24
A025964,C044954,Personal Wallet,Basic,Active,2024-09-02,10000.0,1122.63
A025965,C013701,Personal Wallet,Silver,Active,2026-05-18,20000.0,992.08
A025966,C037768,Personal Wallet,Basic,Active,2023-06-09,10000.0,1161.24
A025967,C002957,Personal Wallet,Gold,Active,2024-03-07,40000.0,4265.75
A025968,C016065,Personal Wallet,Basic,Active,2026-03-25,10000.0,688.82
A025969,C029923,Personal Wallet,Basic,Active,2024-02-26,10000.0,311.83
A025970,C002044,Personal Wallet,Basic,Active,2024-02-01,10000.0,806.19
A025971,C011063,Personal Wallet,Gold,Active,2023-12-13,40000.0,9094.87
A025972,C001702,Personal Wallet,Basic,Active,2023-12-26,10000.0,1774.49
A025973,C024808,Personal Wallet,Silver,Active,2022-06-19,20000.0,3002.65
A025974,C001564,Personal Wallet,Gold,Suspended,2025-02-03,40000.0,2944.57
A025975,C002472,Personal Wallet,Silver,Active,2024-08-05,20000.0,3275.98
A025976,C015525,Personal Wallet,Gold,Active,2026-03-30,40000.0,3373.51
A025977,C027470,Personal Wallet,Silver,Active,2023-11-19,20000.0,1171.51
A025978,C003016,Personal Wallet,Silver,Active,2023-07-30,20000.0,991.24
A025979,C027804,Personal Wallet,Silver,Active,2022-11-16,20000.0,1025.45
A025980,C010744,Personal Wallet,Basic,Active,2023-08-20,10000.0,1074.65
A025981,C028131,Personal Wallet,Silver,Active,2024-07-18,20000.0,2362.69
A025982,C005639,Personal Wallet,Gold,Active,2023-01-24,40000.0,3654.38
A025983,C030255,Personal Wallet,Silver,Active,2023-02-16,20000.0,581.06
A025984,C022515,Personal Wallet,Silver,Active,2024-09-22,20000.0,3025.91
A025985,C021981,Personal Wallet,Gold,Active,2025-12-25,40000.0,6351.64
A025986,C022800,Personal Wallet,Silver,Active,2023-05-22,20000.0,939.64
A025987,C009865,Personal Wallet,Silver,Active,2024-05-15,20000.0,2817.78
A025988,C000285,Personal Wallet,Gold,Active,2023-01-11,40000.0,3959.66
A025989,C015364,Personal Wallet,Gold,Active,2024-06-03,40000.0,6409.45
A025990,C017779,Personal Wallet,Silver,Active,2024-11-16,20000.0,2687.68
A025991,C035574,Business Wallet,Business,Active,2024-06-21,80000.0,11071.24
A025992,C024559,Personal Wallet,Basic,Active,2023-09-11,10000.0,600.53
A025993,C023044,Personal Wallet,Basic,Active,2024-11-16,10000.0,1040.35
A025994,C030163,Personal Wallet,Silver,Active,2026-06-20,20000.0,1575.29
A025995,C035132,Personal Wallet,Silver,Active,2025-10-24,20000.0,1119.04
A025996,C020390,Personal Wallet,Basic,Active,2026-03-28,10000.0,1305.46
A025997,C035673,Personal Wallet,Basic,Active,2026-05-25,10000.0,3516.99
A025998,C035034,Personal Wallet,Gold,Active,2023-10-08,40000.0,1617.52
A025999,C034656,Personal Wallet,Basic,Active,2022-11-17,10000.0,1702.64
A026000,C008846,Personal Wallet,Basic,Active,2022-07-25,10000.0,1565.68
A026001,C019817,Personal Wallet,Gold,Active,2023-03-02,40000.0,5696.23
A026002,C040076,Personal Wallet,Basic,Active,2023-12-27,10000.0,787.43
A026003,C016962,Personal Wallet,Basic,Active,2022-11-08,10000.0,1259.06
A026004,C026695,Personal Wallet,Silver,Active,2024-08-20,20000.0,2392.62
A026005,C034995,Personal Wallet,Silver,Active,2024-04-30,20000.0,932.19
A026006,C035991,Personal Wallet,Silver,Active,2022-07-02,20000.0,602.08
A026007,C021493,Personal Wallet,Basic,Active,2025-09-03,10000.0,746.1
A026008,C035961,Personal Wallet,Basic,Active,2026-01-13,10000.0,377.95
A026009,C043177,Personal Wallet,Gold,Active,2026-05-05,40000.0,4132.37
A026010,C012908,Business Wallet,Business,Active,2024-08-29,80000.0,16671.87
A026011,C019315,Business Wallet,Business,Active,2024-09-04,80000.0,6714.68
A026012,C022665,Personal Wallet,Basic,Active,2022-10-18,10000.0,416.77
A026013,C036351,Personal Wallet,Basic,Active,2024-04-29,10000.0,895.05
A026014,C020110,Personal Wallet,Basic,Active,2026-01-26,10000.0,781.39
A026015,C022583,Personal Wallet,Gold,Active,2022-08-31,40000.0,4478.64
A026016,C023540,Personal Wallet,Basic,Active,2023-08-14,10000.0,1403.71
A026017,C026838,Personal Wallet,Basic,Active,2022-03-31,10000.0,611.19
A026018,C007888,Personal Wallet,Gold,Active,2025-07-11,40000.0,2851.02
A026019,C011188,Personal Wallet,Basic,Active,2023-12-14,10000.0,999.59
A026020,C041035,Personal Wallet,Basic,Active,2024-04-12,10000.0,1469.82
A026021,C029773,Personal Wallet,Basic,Active,2025-06-23,10000.0,897.43
A026022,C043173,Personal Wallet,Basic,Active,2023-05-28,10000.0,667.43
A026023,C001334,Personal Wallet,Basic,Active,2023-12-27,10000.0,734.9
A026024,C041608,Personal Wallet,Basic,Active,2024-05-03,10000.0,271.01
A026025,C018920,Personal Wallet,Basic,Closed,2022-07-30,10000.0,1532.26
A026026,C008278,Personal Wallet,Basic,Active,2024-01-04,10000.0,450.3
A026027,C031750,Personal Wallet,Basic,Active,2025-07-06,10000.0,2591.05
A026028,C004706,Personal Wallet,Gold,Suspended,2026-04-15,40000.0,8539.31
A026029,C000303,Business Wallet,Business,Active,2024-12-11,80000.0,9970.8
A026030,C012657,Personal Wallet,Basic,Active,2025-01-10,10000.0,1548.0
A026031,C042610,Personal Wallet,Silver,Active,2022-05-09,20000.0,995.82
A026032,C017385,Personal Wallet,Basic,Active,2025-01-03,10000.0,199.9
A026033,C018091,Personal Wallet,Silver,Active,2023-04-25,20000.0,2920.78
A026034,C043223,Personal Wallet,Basic,Active,2024-06-22,10000.0,150.32
A026035,C011650,Personal Wallet,Gold,Active,2025-02-18,40000.0,9121.62
A026036,C001881,Personal Wallet,Silver,Active,2026-01-14,20000.0,119.0
A026037,C038445,Personal Wallet,Basic,Active,2026-02-19,10000.0,2387.51
A026038,C030495,Personal Wallet,Gold,Active,2022-10-05,40000.0,3474.4
A026039,C036581,Personal Wallet,Basic,Active,2023-07-31,10000.0,105.07
A026040,C027266,Personal Wallet,Silver,Active,2025-05-24,20000.0,2236.41
A026041,C041209,Personal Wallet,Silver,Active,2024-11-06,20000.0,357.52
A026042,C023412,Personal Wallet,Basic,Active,2023-04-09,10000.0,1294.3
A026043,C004028,Personal Wallet,Basic,Active,2022-04-21,10000.0,113.15
A026044,C024158,Personal Wallet,Silver,Active,2022-12-18,20000.0,1299.03
A026045,C041197,Personal Wallet,Silver,Active,2022-09-11,20000.0,1728.7
A026046,C031421,Personal Wallet,Basic,Active,2022-04-25,10000.0,884.63
A026047,C040734,Personal Wallet,Basic,Active,2023-09-27,10000.0,666.86
A026048,C023319,Personal Wallet,Basic,Active,2023-10-10,10000.0,938.46
A026049,C034586,Personal Wallet,Basic,Active,2022-04-15,10000.0,935.42
A026050,C025798,Business Wallet,Gold,Active,2022-08-25,40000.0,5313.3
A026051,C040347,Personal Wallet,Basic,Active,2022-12-29,10000.0,1095.2
A026052,C000119,Personal Wallet,Basic,Active,2022-04-09,10000.0,2403.01
A026053,C020725,Personal Wallet,Basic,Active,2025-11-28,10000.0,1582.34
A026054,C011990,Personal Wallet,Basic,Active,2024-03-02,10000.0,667.47
A026055,C015541,Personal Wallet,Silver,Active,2023-06-13,20000.0,2400.23
A026056,C029026,Personal Wallet,Basic,Active,2023-08-23,10000.0,1417.79
A026057,C017023,Business Wallet,Business,Active,2022-10-04,80000.0,9392.93
A026058,C004222,Personal Wallet,Silver,Active,2024-03-06,20000.0,844.97
A026059,C030994,Personal Wallet,Basic,Active,2024-04-02,10000.0,1224.43
A026060,C041650,Personal Wallet,Basic,Active,2023-06-17,10000.0,108.7
A026061,C043900,Personal Wallet,Basic,Active,2022-11-11,10000.0,997.73
A026062,C025680,Personal Wallet,Basic,Active,2023-01-08,10000.0,716.97
A026063,C005508,Personal Wallet,Basic,Active,2025-06-06,10000.0,630.45
A026064,C028761,Personal Wallet,Silver,Active,2025-11-30,20000.0,2133.23
A026065,C007070,Personal Wallet,Basic,Closed,2023-01-12,10000.0,355.75
A026066,C024303,Personal Wallet,Gold,Active,2022-09-02,40000.0,2217.33
A026067,C010256,Personal Wallet,Basic,Active,2024-04-08,10000.0,107.52
A026068,C024950,Personal Wallet,Silver,Closed,2023-10-18,20000.0,1695.95
A026069,C001609,Personal Wallet,Silver,Active,2023-10-01,20000.0,574.29
A026070,C005996,Personal Wallet,Basic,Active,2025-01-22,10000.0,799.9
A026071,C042635,Personal Wallet,Gold,Active,2024-03-03,40000.0,14367.69
A026072,C002881,Personal Wallet,Basic,Active,2023-12-21,10000.0,1178.64
A026073,C041815,Personal Wallet,Gold,Active,2023-06-16,40000.0,795.82
A026074,C014814,Personal Wallet,Basic,Active,2022-03-16,10000.0,1226.13
A026075,C013124,Personal Wallet,Basic,Active,2022-03-31,10000.0,3576.13
A026076,C037171,Personal Wallet,Basic,Active,2026-03-04,10000.0,641.29
A026077,C039198,Personal Wallet,Basic,Active,2025-12-09,10000.0,1181.71
A026078,C035924,Business Wallet,Business,Active,2026-02-20,80000.0,18908.55
A026079,C021106,Personal Wallet,Basic,Suspended,2024-10-22,10000.0,999.01
A026080,C035340,Personal Wallet,Silver,Active,2023-02-26,20000.0,2811.79
A026081,C033749,Personal Wallet,Silver,Suspended,2024-10-18,20000.0,560.24
A026082,C023099,Personal Wallet,Basic,Active,2023-03-28,10000.0,908.62
A026083,C028591,Personal Wallet,Silver,Active,2024-12-30,20000.0,907.95
A026084,C015170,Personal Wallet,Basic,Active,2022-06-27,10000.0,1748.21
A026085,C020186,Personal Wallet,Basic,Active,2022-10-31,10000.0,346.33
A026086,C004089,Personal Wallet,Basic,Active,2023-02-11,10000.0,394.64
A026087,C000346,Personal Wallet,Basic,Active,2023-10-07,10000.0,712.29
A026088,C040609,Personal Wallet,Silver,Active,2024-03-07,20000.0,2373.41
A026089,C024186,Personal Wallet,Gold,Active,2022-10-15,40000.0,5474.68
A026090,C028748,Personal Wallet,Basic,Active,2022-07-25,10000.0,1034.86
A026091,C020737,Personal Wallet,Silver,Active,2024-07-30,20000.0,1277.68
A026092,C033164,Personal Wallet,Basic,Active,2023-03-13,10000.0,2002.6
A026093,C000490,Personal Wallet,Silver,Active,2022-06-22,20000.0,175.7
A026094,C037620,Business Wallet,Business,Active,2026-01-05,80000.0,5559.36
A026095,C004105,Personal Wallet,Basic,Active,2023-11-20,10000.0,522.37
A026096,C027295,Personal Wallet,Basic,Active,2026-02-06,10000.0,1219.99
A026097,C040779,Personal Wallet,Silver,Active,2023-07-08,20000.0,279.69
A026098,C007857,Personal Wallet,Silver,Active,2024-12-01,20000.0,4505.89
A026099,C015689,Personal Wallet,Silver,Active,2025-06-15,20000.0,2477.12
A026100,C043608,Personal Wallet,Silver,Active,2022-05-05,20000.0,972.55
A026101,C016999,Personal Wallet,Basic,Active,2024-10-15,10000.0,369.27
A026102,C000954,Business Wallet,Business,Active,2023-04-07,80000.0,10203.19
A026103,C014796,Personal Wallet,Gold,Active,2022-10-09,40000.0,3777.32
A026104,C015861,Personal Wallet,Basic,Active,2022-12-23,10000.0,1076.71
A026105,C001020,Personal Wallet,Basic,Active,2024-03-25,10000.0,697.53
A026106,C009902,Personal Wallet,Basic,Active,2022-09-18,10000.0,1019.83
A026107,C028326,Personal Wallet,Basic,Active,2026-06-20,10000.0,1695.19
A026108,C000321,Personal Wallet,Basic,Active,2024-11-28,10000.0,1469.91
A026109,C038886,Personal Wallet,Silver,Active,2025-08-22,20000.0,1853.87
A026110,C004831,Personal Wallet,Basic,Active,2022-08-08,10000.0,324.46
A026111,C008600,Personal Wallet,Basic,Active,2026-02-19,10000.0,1767.02
A026112,C019741,Personal Wallet,Silver,Active,2023-11-10,20000.0,2227.69
A026113,C011207,Personal Wallet,Basic,Active,2022-07-05,10000.0,820.64
A026114,C002076,Personal Wallet,Basic,Active,2024-07-24,10000.0,1762.68
A026115,C004717,Personal Wallet,Basic,Active,2024-08-19,10000.0,2785.29
A026116,C016038,Personal Wallet,Silver,Active,2026-04-01,20000.0,892.59
A026117,C036427,Personal Wallet,Basic,Active,2022-03-13,10000.0,53.6
A026118,C022603,Personal Wallet,Silver,Active,2025-01-25,20000.0,1137.46
A026119,C018366,Personal Wallet,Basic,Active,2024-01-07,10000.0,538.7
A026120,C040288,Personal Wallet,Basic,Active,2024-04-05,10000.0,404.38
A026121,C012423,Personal Wallet,Basic,Active,2025-03-06,10000.0,493.36
A026122,C003833,Personal Wallet,Silver,Active,2024-10-06,20000.0,785.08
A026123,C031493,Personal Wallet,Silver,Active,2024-11-08,20000.0,3292.99
A026124,C027429,Personal Wallet,Gold,Active,2022-11-04,40000.0,3452.36
A026125,C027072,Personal Wallet,Silver,Active,2023-04-08,20000.0,1745.04
A026126,C022959,Personal Wallet,Silver,Suspended,2023-04-19,20000.0,3329.92
A026127,C037076,Personal Wallet,Basic,Active,2023-10-23,10000.0,731.76
A026128,C018727,Personal Wallet,Basic,Active,2022-07-19,10000.0,348.15
A026129,C029734,Personal Wallet,Gold,Active,2026-02-14,40000.0,1548.38
A026130,C042489,Personal Wallet,Basic,Active,2022-10-23,10000.0,374.11
A026131,C041575,Personal Wallet,Basic,Suspended,2025-11-04,10000.0,782.92
A026132,C000884,Personal Wallet,Basic,Active,2026-01-29,10000.0,651.7
A026133,C013515,Personal Wallet,Basic,Active,2026-03-12,10000.0,2438.44
A026134,C033067,Personal Wallet,Basic,Active,2024-08-14,10000.0,572.32
A026135,C023964,Personal Wallet,Basic,Active,2025-09-30,10000.0,793.57
A026136,C013714,Personal Wallet,Silver,Active,2023-05-28,20000.0,3298.14
A026137,C020052,Personal Wallet,Silver,Active,2022-09-16,20000.0,2703.37
A026138,C012113,Personal Wallet,Basic,Active,2023-06-04,10000.0,2020.3
A026139,C029363,Personal Wallet,Silver,Active,2022-11-23,20000.0,575.43
A026140,C024501,Personal Wallet,Basic,Active,2022-05-02,10000.0,3246.99
A026141,C039740,Personal Wallet,Basic,Active,2026-03-09,10000.0,2353.9
A026142,C026115,Personal Wallet,Basic,Active,2023-01-31,10000.0,1196.47
A026143,C026855,Personal Wallet,Silver,Active,2022-11-28,20000.0,400.1
A026144,C031950,Personal Wallet,Basic,Active,2024-04-22,10000.0,4149.85
A026145,C042050,Personal Wallet,Basic,Active,2026-04-16,10000.0,177.56
A026146,C018068,Personal Wallet,Silver,Active,2023-10-09,20000.0,3970.29
A026147,C019901,Personal Wallet,Gold,Active,2025-12-26,40000.0,4587.47
A026148,C005308,Business Wallet,Gold,Active,2026-06-20,40000.0,1037.14
A026149,C044914,Personal Wallet,Basic,Active,2024-03-10,10000.0,641.69
A026150,C034062,Personal Wallet,Basic,Suspended,2025-04-24,10000.0,876.75
A026151,C027315,Personal Wallet,Gold,Active,2023-01-12,40000.0,2997.38
A026152,C010012,Personal Wallet,Basic,Active,2022-07-17,10000.0,2599.33
A026153,C022057,Personal Wallet,Gold,Active,2026-06-07,40000.0,1483.51
A026154,C002688,Personal Wallet,Basic,Active,2022-04-26,10000.0,777.9
A026155,C007146,Personal Wallet,Basic,Active,2023-08-19,10000.0,788.45
A026156,C009190,Personal Wallet,Basic,Active,2022-06-26,10000.0,3163.49
A026157,C019683,Personal Wallet,Basic,Active,2026-04-01,10000.0,1292.86
A026158,C014306,Personal Wallet,Basic,Active,2024-11-23,10000.0,249.02
A026159,C036201,Personal Wallet,Basic,Active,2023-08-07,10000.0,859.5
A026160,C041502,Personal Wallet,Basic,Active,2022-10-01,10000.0,813.48
A026161,C044476,Personal Wallet,Gold,Active,2024-12-10,40000.0,4479.8
A026162,C031799,Personal Wallet,Gold,Active,2022-05-28,40000.0,7294.65
A026163,C040053,Personal Wallet,Silver,Active,2023-02-03,20000.0,2602.53
A026164,C044764,Personal Wallet,Basic,Active,2023-02-19,10000.0,401.45
